CPU_Count,JobCount,avg_elapsed_time_s,std_elapsed_time,MaxVMSize_GB,std_VMmax
1,10,4834.9,659.761691825162,2.046174240112305,0.12231729536563701
2,10,2747.3,446.1396754380852,2.502895736694336,0.15809387057918503
4,10,1423.9,188.49214837759158,2.207938003540039,0.3415244582055957
8,10,832.1,200.81755401358717,2.372216796875,0.2986280402066284
16,10,462.8,100.0027999608011,2.3763370513916016,0.22929304976798368
32,10,342.8,94.45189251677279,2.166146087646484,0.14344393177045392
